1	Escalera_Real	AS	K	Q	J	10	TRUE
4113	Pareja	4	4	A	3	Q	
4114	Pareja	4	4	A	3	K	
4115	Pareja	4	4	A	5	6	
4116	Pareja	4	4	A	5	7	
4117	Pareja	4	4	A	5	8	
4118	Pareja	4	4	A	5	9	
4119	Pareja	4	4	A	5	10	
4120	Pareja	4	4	A	5	J	
4121	Pareja	4	4	A	5	Q	
4122	Pareja	4	4	A	5	K	
4123	Pareja	4	4	A	6	7	
4124	Pareja	4	4	A	6	8	
4125	Pareja	4	4	A	6	9	
4126	Pareja	4	4	A	6	10	
4127	Pareja	4	4	A	6	J	
4128	Pareja	4	4	A	6	Q	
4129	Pareja	4	4	A	6	K	
4130	Pareja	4	4	A	7	8	
4131	Pareja	4	4	A	7	9	
4132	Pareja	4	4	A	7	10	
4133	Pareja	4	4	A	7	J	
4134	Pareja	4	4	A	7	Q	
4135	Pareja	4	4	A	7	K	
4136	Pareja	4	4	A	8	9	
4137	Pareja	4	4	A	8	10	
4138	Pareja	4	4	A	8	J	
4139	Pareja	4	4	A	8	Q	
4140	Pareja	4	4	A	8	K	
4141	Pareja	4	4	A	9	10	
4142	Pareja	4	4	A	9	J	
4143	Pareja	4	4	A	9	Q	
4144	Pareja	4	4	A	9	K	
4145	Pareja	4	4	A	10	J	
4146	Pareja	4	4	A	10	Q	
4147	Pareja	4	4	A	10	K	
4148	Pareja	4	4	A	J	Q	
4149	Pareja	4	4	A	J	K	
4150	Pareja	4	4	A	Q	K	
4151	Pareja	4	4	2	3	5	
4152	Pareja	4	4	2	3	6	
4153	Pareja	4	4	2	3	7	
4154	Pareja	4	4	2	3	8	
4155	Pareja	4	4	2	3	9	
4156	Pareja	4	4	2	3	10	
4157	Pareja	4	4	2	3	J	
4158	Pareja	4	4	2	3	Q	
4159	Pareja	4	4	2	3	K	
4160	Pareja	4	4	2	5	6	
4161	Pareja	4	4	2	5	7	
4162	Pareja	4	4	2	5	8	
4163	Pareja	4	4	2	5	9	
4164	Pareja	4	4	2	5	10	
4165	Pareja	4	4	2	5	J	
4166	Pareja	4	4	2	5	Q	
4167	Pareja	4	4	2	5	K	
4168	Pareja	4	4	2	6	7	
4169	Pareja	4	4	2	6	8	
4170	Pareja	4	4	2	6	9	
4171	Pareja	4	4	2	6	10	
4172	Pareja	4	4	2	6	J	
4173	Pareja	4	4	2	6	Q	
4174	Pareja	4	4	2	6	K	
4175	Pareja	4	4	2	7	8	
4176	Pareja	4	4	2	7	9	
4177	Pareja	4	4	2	7	10	
4178	Pareja	4	4	2	7	J	
4179	Pareja	4	4	2	7	Q	
4180	Pareja	4	4	2	7	K	
4181	Pareja	4	4	2	8	9	
4182	Pareja	4	4	2	8	10	
4183	Pareja	4	4	2	8	J	
4184	Pareja	4	4	2	8	Q	
4185	Pareja	4	4	2	8	K	
4186	Pareja	4	4	2	9	10	
4187	Pareja	4	4	2	9	J	
4188	Pareja	4	4	2	9	Q	
4189	Pareja	4	4	2	9	K	
4190	Pareja	4	4	2	10	J	
4191	Pareja	4	4	2	10	Q	
4192	Pareja	4	4	2	10	K	
4193	Pareja	4	4	2	J	Q	
4194	Pareja	4	4	2	J	K	
4195	Pareja	4	4	2	Q	K	
4196	Pareja	4	4	3	5	6	
4197	Pareja	4	4	3	5	7	
4198	Pareja	4	4	3	5	8	
4199	Pareja	4	4	3	5	9	
4200	Pareja	4	4	3	5	10	
4201	Pareja	4	4	3	5	J	
4202	Pareja	4	4	3	5	Q	
4203	Pareja	4	4	3	5	K	
4204	Pareja	4	4	3	6	7	
4205	Pareja	4	4	3	6	8	
4206	Pareja	4	4	3	6	9	
4207	Pareja	4	4	3	6	10	
4208	Pareja	4	4	3	6	J	
4209	Pareja	4	4	3	6	Q	
4210	Pareja	4	4	3	6	K	
4211	Pareja	4	4	3	7	8	
4212	Pareja	4	4	3	7	9	
4213	Pareja	4	4	3	7	10	
4214	Pareja	4	4	3	7	J	
4215	Pareja	4	4	3	7	Q	
4216	Pareja	4	4	3	7	K	
4217	Pareja	4	4	3	8	9	
4218	Pareja	4	4	3	8	10	
4219	Pareja	4	4	3	8	J	
4220	Pareja	4	4	3	8	Q	
4221	Pareja	4	4	3	8	K	
4222	Pareja	4	4	3	9	10	
4223	Pareja	4	4	3	9	J	
4224	Pareja	4	4	3	9	Q	
4225	Pareja	4	4	3	9	K	
4226	Pareja	4	4	3	10	J	
4227	Pareja	4	4	3	10	Q	
4228	Pareja	4	4	3	10	K	
4229	Pareja	4	4	3	J	Q	
4230	Pareja	4	4	3	J	K	
4231	Pareja	4	4	3	Q	K	
4232	Pareja	4	4	5	6	7	
4233	Pareja	4	4	5	6	8	
4234	Pareja	4	4	5	6	9	
4235	Pareja	4	4	5	6	10	
4236	Pareja	4	4	5	6	J	
4237	Pareja	4	4	5	6	Q	
4238	Pareja	4	4	5	6	K	
4239	Pareja	4	4	5	7	8	
4240	Pareja	4	4	5	7	9	
4241	Pareja	4	4	5	7	10	
4242	Pareja	4	4	5	7	J	
4243	Pareja	4	4	5	7	Q	
4244	Pareja	4	4	5	7	K	
4245	Pareja	4	4	5	8	9	
4246	Pareja	4	4	5	8	10	
4247	Pareja	4	4	5	8	J	
4248	Pareja	4	4	5	8	Q	
4249	Pareja	4	4	5	8	K	
4250	Pareja	4	4	5	9	10	
4251	Pareja	4	4	5	9	J	
4252	Pareja	4	4	5	9	Q	
4253	Pareja	4	4	5	9	K	
4254	Pareja	4	4	5	10	J	
4255	Pareja	4	4	5	10	Q	
4256	Pareja	4	4	5	10	K	
4257	Pareja	4	4	5	J	Q	
4258	Pareja	4	4	5	J	K	
4259	Pareja	4	4	5	Q	K	
4260	Pareja	4	4	6	7	8	
4261	Pareja	4	4	6	7	9	
4262	Pareja	4	4	6	7	10	
4263	Pareja	4	4	6	7	J	
4264	Pareja	4	4	6	7	Q	
4265	Pareja	4	4	6	7	K	
4266	Pareja	4	4	6	8	9	
4267	Pareja	4	4	6	8	10	
4268	Pareja	4	4	6	8	J	
4269	Pareja	4	4	6	8	Q	
4270	Pareja	4	4	6	8	K	
4271	Pareja	4	4	6	9	10	
4272	Pareja	4	4	6	9	J	
4273	Pareja	4	4	6	9	Q	
4274	Pareja	4	4	6	9	K	
4275	Pareja	4	4	6	10	J	
4276	Pareja	4	4	6	10	Q	
4277	Pareja	4	4	6	10	K	
4278	Pareja	4	4	6	J	Q	
4279	Pareja	4	4	6	J	K	
4280	Pareja	4	4	6	Q	K	
4281	Pareja	4	4	7	8	9	
4282	Pareja	4	4	7	8	10	
4283	Pareja	4	4	7	8	J	
4284	Pareja	4	4	7	8	Q	
4285	Pareja	4	4	7	8	K	
4286	Pareja	4	4	7	9	10	
4287	Pareja	4	4	7	9	J	
4288	Pareja	4	4	7	9	Q	
4289	Pareja	4	4	7	9	K	
4290	Pareja	4	4	7	10	J	
4291	Pareja	4	4	7	10	Q	
4292	Pareja	4	4	7	10	K	
4293	Pareja	4	4	7	J	Q	
4294	Pareja	4	4	7	J	K	
4295	Pareja	4	4	7	Q	K	
4296	Pareja	4	4	8	9	10	
4297	Pareja	4	4	8	9	J	
4298	Pareja	4	4	8	9	Q	
4299	Pareja	4	4	8	9	K	
4300	Pareja	4	4	8	10	J	
4301	Pareja	4	4	8	10	Q	
4302	Pareja	4	4	8	10	K	
4303	Pareja	4	4	8	J	Q	
4304	Pareja	4	4	8	J	K	
4305	Pareja	4	4	8	Q	K	
4306	Pareja	4	4	9	10	J	
4307	Pareja	4	4	9	10	Q	
4308	Pareja	4	4	9	10	K	
4309	Pareja	4	4	9	J	Q	
4310	Pareja	4	4	9	J	K	
4311	Pareja	4	4	9	Q	K	
4312	Pareja	4	4	10	J	Q	
4313	Pareja	4	4	10	J	K	
4314	Pareja	4	4	10	Q	K	
4315	Pareja	4	4	J	Q	K	
4316	Pareja	3	3	A	2	4	
4317	Pareja	3	3	A	2	5	
4318	Pareja	3	3	A	2	6	
4319	Pareja	3	3	A	2	7	
4320	Pareja	3	3	A	2	8	
4321	Pareja	3	3	A	2	9	
4322	Pareja	3	3	A	2	10	
4323	Pareja	3	3	A	2	J	
4324	Pareja	3	3	A	2	Q	
4325	Pareja	3	3	A	2	K	
4326	Pareja	3	3	A	4	5	
4327	Pareja	3	3	A	4	6	
4328	Pareja	3	3	A	4	7	
4329	Pareja	3	3	A	4	8	
4330	Pareja	3	3	A	4	9	
4331	Pareja	3	3	A	4	10	
4332	Pareja	3	3	A	4	J	
4333	Pareja	3	3	A	4	Q	
4334	Pareja	3	3	A	4	K	
4335	Pareja	3	3	A	5	6	
4336	Pareja	3	3	A	5	7	
4337	Pareja	3	3	A	5	8	
4338	Pareja	3	3	A	5	9	
4339	Pareja	3	3	A	5	10	
4340	Pareja	3	3	A	5	J	
4341	Pareja	3	3	A	5	Q	
4342	Pareja	3	3	A	5	K	
4343	Pareja	3	3	A	6	7	
4344	Pareja	3	3	A	6	8	
4345	Pareja	3	3	A	6	9	
4346	Pareja	3	3	A	6	10	
4347	Pareja	3	3	A	6	J	
4348	Pareja	3	3	A	6	Q	
4349	Pareja	3	3	A	6	K	
4350	Pareja	3	3	A	7	8	
4351	Pareja	3	3	A	7	9	
4352	Pareja	3	3	A	7	10	
4353	Pareja	3	3	A	7	J	
4354	Pareja	3	3	A	7	Q	
4355	Pareja	3	3	A	7	K	
4356	Pareja	3	3	A	8	9	
4357	Pareja	3	3	A	8	10	
4358	Pareja	3	3	A	8	J	
4359	Pareja	3	3	A	8	Q	
4360	Pareja	3	3	A	8	K	
4361	Pareja	3	3	A	9	10	
4362	Pareja	3	3	A	9	J	
4363	Pareja	3	3	A	9	Q	
4364	Pareja	3	3	A	9	K	
4365	Pareja	3	3	A	10	J	
4366	Pareja	3	3	A	10	Q	
4367	Pareja	3	3	A	10	K	
4368	Pareja	3	3	A	J	Q	
4369	Pareja	3	3	A	J	K	
4370	Pareja	3	3	A	Q	K	
4371	Pareja	3	3	2	4	5	
4372	Pareja	3	3	2	4	6	
4373	Pareja	3	3	2	4	7	
4374	Pareja	3	3	2	4	8	
4375	Pareja	3	3	2	4	9	
4376	Pareja	3	3	2	4	10	
4377	Pareja	3	3	2	4	J	
4378	Pareja	3	3	2	4	Q	
4379	Pareja	3	3	2	4	K	
4380	Pareja	3	3	2	5	6	
4381	Pareja	3	3	2	5	7	
4382	Pareja	3	3	2	5	8	
4383	Pareja	3	3	2	5	9	
4384	Pareja	3	3	2	5	10	
4385	Pareja	3	3	2	5	J	
4386	Pareja	3	3	2	5	Q	
4387	Pareja	3	3	2	5	K	
4388	Pareja	3	3	2	6	7	
4389	Pareja	3	3	2	6	8	
4390	Pareja	3	3	2	6	9	
4391	Pareja	3	3	2	6	10	
4392	Pareja	3	3	2	6	J	
4393	Pareja	3	3	2	6	Q	
4394	Pareja	3	3	2	6	K	
4395	Pareja	3	3	2	7	8	
4396	Pareja	3	3	2	7	9	
4397	Pareja	3	3	2	7	10	
4398	Pareja	3	3	2	7	J	
4399	Pareja	3	3	2	7	Q	
4400	Pareja	3	3	2	7	K	
4401	Pareja	3	3	2	8	9	
4402	Pareja	3	3	2	8	10	
4403	Pareja	3	3	2	8	J	
4404	Pareja	3	3	2	8	Q	
4405	Pareja	3	3	2	8	K	
4406	Pareja	3	3	2	9	10	
4407	Pareja	3	3	2	9	J	
4408	Pareja	3	3	2	9	Q	
4409	Pareja	3	3	2	9	K	
4410	Pareja	3	3	2	10	J	
4411	Pareja	3	3	2	10	Q	
4412	Pareja	3	3	2	10	K	
4413	Pareja	3	3	2	J	Q	
4414	Pareja	3	3	2	J	K	
4415	Pareja	3	3	2	Q	K	
4416	Pareja	3	3	4	5	6	
4417	Pareja	3	3	4	5	7	
4418	Pareja	3	3	4	5	8	
4419	Pareja	3	3	4	5	9	
4420	Pareja	3	3	4	5	10	
4421	Pareja	3	3	4	5	J	
4422	Pareja	3	3	4	5	Q	
4423	Pareja	3	3	4	5	K	
4424	Pareja	3	3	4	6	7	
4425	Pareja	3	3	4	6	8	
4426	Pareja	3	3	4	6	9	
4427	Pareja	3	3	4	6	10	
4428	Pareja	3	3	4	6	J	
4429	Pareja	3	3	4	6	Q	
4430	Pareja	3	3	4	6	K	
4431	Pareja	3	3	4	7	8	
4432	Pareja	3	3	4	7	9	
4433	Pareja	3	3	4	7	10	
4434	Pareja	3	3	4	7	J	
4435	Pareja	3	3	4	7	Q	
4436	Pareja	3	3	4	7	K	
4437	Pareja	3	3	4	8	9	
4438	Pareja	3	3	4	8	10	
4439	Pareja	3	3	4	8	J	
4440	Pareja	3	3	4	8	Q	
4441	Pareja	3	3	4	8	K	
4442	Pareja	3	3	4	9	10	
4443	Pareja	3	3	4	9	J	
4444	Pareja	3	3	4	9	Q	
4445	Pareja	3	3	4	9	K	
4446	Pareja	3	3	4	10	J	
4447	Pareja	3	3	4	10	Q	
4448	Pareja	3	3	4	10	K	
4449	Pareja	3	3	4	J	Q	
4450	Pareja	3	3	4	J	K	
4451	Pareja	3	3	4	Q	K	
4452	Pareja	3	3	5	6	7	
4453	Pareja	3	3	5	6	8	
4454	Pareja	3	3	5	6	9	
4455	Pareja	3	3	5	6	10	
4456	Pareja	3	3	5	6	J	
4457	Pareja	3	3	5	6	Q	
4458	Pareja	3	3	5	6	K	
4459	Pareja	3	3	5	7	8	
4460	Pareja	3	3	5	7	9	
4461	Pareja	3	3	5	7	10	
4462	Pareja	3	3	5	7	J	
4463	Pareja	3	3	5	7	Q	
4464	Pareja	3	3	5	7	K	
4465	Pareja	3	3	5	8	9	
4466	Pareja	3	3	5	8	10	
4467	Pareja	3	3	5	8	J	
4468	Pareja	3	3	5	8	Q	
4469	Pareja	3	3	5	8	K	
4470	Pareja	3	3	5	9	10	
4471	Pareja	3	3	5	9	J	
4472	Pareja	3	3	5	9	Q	
4473	Pareja	3	3	5	9	K	
4474	Pareja	3	3	5	10	J	
4475	Pareja	3	3	5	10	Q	
4476	Pareja	3	3	5	10	K	
4477	Pareja	3	3	5	J	Q	
4478	Pareja	3	3	5	J	K	
4479	Pareja	3	3	5	Q	K	
4480	Pareja	3	3	6	7	8	
4481	Pareja	3	3	6	7	9	
4482	Pareja	3	3	6	7	10	
4483	Pareja	3	3	6	7	J	
4484	Pareja	3	3	6	7	Q	
4485	Pareja	3	3	6	7	K	
4486	Pareja	3	3	6	8	9	
4487	Pareja	3	3	6	8	10	
4488	Pareja	3	3	6	8	J	
4489	Pareja	3	3	6	8	Q	
4490	Pareja	3	3	6	8	K	
4491	Pareja	3	3	6	9	10	
4492	Pareja	3	3	6	9	J	
4493	Pareja	3	3	6	9	Q	
4494	Pareja	3	3	6	9	K	
4495	Pareja	3	3	6	10	J	
4496	Pareja	3	3	6	10	Q	
4497	Pareja	3	3	6	10	K	
4498	Pareja	3	3	6	J	Q	
4499	Pareja	3	3	6	J	K	
4500	Pareja	3	3	6	Q	K	
4501	Pareja	3	3	7	8	9	
4502	Pareja	3	3	7	8	10	
4503	Pareja	3	3	7	8	J	
4504	Pareja	3	3	7	8	Q	
4505	Pareja	3	3	7	8	K	
4506	Pareja	3	3	7	9	10	
4507	Pareja	3	3	7	9	J	
4508	Pareja	3	3	7	9	Q	
4509	Pareja	3	3	7	9	K	
4510	Pareja	3	3	7	10	J	
4511	Pareja	3	3	7	10	Q	
4512	Pareja	3	3	7	10	K	
4513	Pareja	3	3	7	J	Q	
4514	Pareja	3	3	7	J	K	
4515	Pareja	3	3	7	Q	K	
4516	Pareja	3	3	8	9	10	
4517	Pareja	3	3	8	9	J	
4518	Pareja	3	3	8	9	Q	
4519	Pareja	3	3	8	9	K	
4520	Pareja	3	3	8	10	J	
4521	Pareja	3	3	8	10	Q	
4522	Pareja	3	3	8	10	K	
4523	Pareja	3	3	8	J	Q	
4524	Pareja	3	3	8	J	K	
4525	Pareja	3	3	8	Q	K	
4526	Pareja	3	3	9	10	J	
4527	Pareja	3	3	9	10	Q	
4528	Pareja	3	3	9	10	K	
4529	Pareja	3	3	9	J	Q	
4530	Pareja	3	3	9	J	K	
4531	Pareja	3	3	9	Q	K	
4532	Pareja	3	3	10	J	Q	
4533	Pareja	3	3	10	J	K	
4534	Pareja	3	3	10	Q	K	
4535	Pareja	3	3	J	Q	K	
4536	Pareja	2	2	A	3	4	
4537	Pareja	2	2	A	3	5	
4538	Pareja	2	2	A	3	6	
4539	Pareja	2	2	A	3	7	
4540	Pareja	2	2	A	3	8	
4541	Pareja	2	2	A	3	9	
4542	Pareja	2	2	A	3	10	
4543	Pareja	2	2	A	3	J	
4544	Pareja	2	2	A	3	Q	
4545	Pareja	2	2	A	3	K	
4546	Pareja	2	2	A	4	5	
4547	Pareja	2	2	A	4	6	
4548	Pareja	2	2	A	4	7	
4549	Pareja	2	2	A	4	8	
4550	Pareja	2	2	A	4	9	
4551	Pareja	2	2	A	4	10	
4552	Pareja	2	2	A	4	J	
4553	Pareja	2	2	A	4	Q	
4554	Pareja	2	2	A	4	K	
4555	Pareja	2	2	A	5	6	
4556	Pareja	2	2	A	5	7	
4557	Pareja	2	2	A	5	8	
4558	Pareja	2	2	A	5	9	
4559	Pareja	2	2	A	5	10	
4560	Pareja	2	2	A	5	J	
4561	Pareja	2	2	A	5	Q	
4562	Pareja	2	2	A	5	K	
4563	Pareja	2	2	A	6	7	
4564	Pareja	2	2	A	6	8	
4565	Pareja	2	2	A	6	9	
4566	Pareja	2	2	A	6	10	
4567	Pareja	2	2	A	6	J	
4568	Pareja	2	2	A	6	Q	
4569	Pareja	2	2	A	6	K	
4570	Pareja	2	2	A	7	8	
4571	Pareja	2	2	A	7	9	
4572	Pareja	2	2	A	7	10	
4573	Pareja	2	2	A	7	J	
4574	Pareja	2	2	A	7	Q	
4575	Pareja	2	2	A	7	K	
4576	Pareja	2	2	A	8	9	
4577	Pareja	2	2	A	8	10	
4578	Pareja	2	2	A	8	J	
4579	Pareja	2	2	A	8	Q	
4580	Pareja	2	2	A	8	K	
4581	Pareja	2	2	A	9	10	
4582	Pareja	2	2	A	9	J	
4583	Pareja	2	2	A	9	Q	
4584	Pareja	2	2	A	9	K	
4585	Pareja	2	2	A	10	J	
4586	Pareja	2	2	A	10	Q	
4587	Pareja	2	2	A	10	K	
4588	Pareja	2	2	A	J	Q	
4589	Pareja	2	2	A	J	K	
4590	Pareja	2	2	A	Q	K	
4591	Pareja	2	2	3	4	5	
4592	Pareja	2	2	3	4	6	
4593	Pareja	2	2	3	4	7	
4594	Pareja	2	2	3	4	8	
4595	Pareja	2	2	3	4	9	
4596	Pareja	2	2	3	4	10	
4597	Pareja	2	2	3	4	J	
4598	Pareja	2	2	3	4	Q	
4599	Pareja	2	2	3	4	K	
4600	Pareja	2	2	3	5	6	
4601	Pareja	2	2	3	5	7	
4602	Pareja	2	2	3	5	8	
4603	Pareja	2	2	3	5	9	
4604	Pareja	2	2	3	5	10	
4605	Pareja	2	2	3	5	J	
4606	Pareja	2	2	3	5	Q	
4607	Pareja	2	2	3	5	K	
4608	Pareja	2	2	3	6	7	
4609	Pareja	2	2	3	6	8	
4610	Pareja	2	2	3	6	9	
4611	Pareja	2	2	3	6	10	
4612	Pareja	2	2	3	6	J	
4613	Pareja	2	2	3	6	Q	
4614	Pareja	2	2	3	6	K	
4615	Pareja	2	2	3	7	8	
4616	Pareja	2	2	3	7	9	
4617	Pareja	2	2	3	7	10	
4618	Pareja	2	2	3	7	J	
4619	Pareja	2	2	3	7	Q	
4620	Pareja	2	2	3	7	K	
4621	Pareja	2	2	3	8	9	
4622	Pareja	2	2	3	8	10	
4623	Pareja	2	2	3	8	J	
4624	Pareja	2	2	3	8	Q	
4625	Pareja	2	2	3	8	K	
4626	Pareja	2	2	3	9	10	
4627	Pareja	2	2	3	9	J	
4628	Pareja	2	2	3	9	Q	
4629	Pareja	2	2	3	9	K	
4630	Pareja	2	2	3	10	J	
4631	Pareja	2	2	3	10	Q	
4632	Pareja	2	2	3	10	K	
4633	Pareja	2	2	3	J	Q	
4634	Pareja	2	2	3	J	K	
4635	Pareja	2	2	3	Q	K	
4636	Pareja	2	2	4	5	6	
4637	Pareja	2	2	4	5	7	
4638	Pareja	2	2	4	5	8	
4639	Pareja	2	2	4	5	9	
4640	Pareja	2	2	4	5	10	
4641	Pareja	2	2	4	5	J	
4642	Pareja	2	2	4	5	Q	
4643	Pareja	2	2	4	5	K	
4644	Pareja	2	2	4	6	7	
4645	Pareja	2	2	4	6	8	
4646	Pareja	2	2	4	6	9	
4647	Pareja	2	2	4	6	10	
4648	Pareja	2	2	4	6	J	
4649	Pareja	2	2	4	6	Q	
4650	Pareja	2	2	4	6	K	
4651	Pareja	2	2	4	7	8	
4652	Pareja	2	2	4	7	9	
4653	Pareja	2	2	4	7	10	
4654	Pareja	2	2	4	7	J	
4655	Pareja	2	2	4	7	Q	
4656	Pareja	2	2	4	7	K	
4657	Pareja	2	2	4	8	9	
4658	Pareja	2	2	4	8	10	
4659	Pareja	2	2	4	8	J	
4660	Pareja	2	2	4	8	Q	
4661	Pareja	2	2	4	8	K	
4662	Pareja	2	2	4	9	10	
4663	Pareja	2	2	4	9	J	
4664	Pareja	2	2	4	9	Q	
4665	Pareja	2	2	4	9	K	
4666	Pareja	2	2	4	10	J	
4667	Pareja	2	2	4	10	Q	
4668	Pareja	2	2	4	10	K	
4669	Pareja	2	2	4	J	Q	
4670	Pareja	2	2	4	J	K	
4671	Pareja	2	2	4	Q	K	
4672	Pareja	2	2	5	6	7	
4673	Pareja	2	2	5	6	8	
4674	Pareja	2	2	5	6	9	
4675	Pareja	2	2	5	6	10	
4676	Pareja	2	2	5	6	J	
4677	Pareja	2	2	5	6	Q	
4678	Pareja	2	2	5	6	K	
4679	Pareja	2	2	5	7	8	
4680	Pareja	2	2	5	7	9	
4681	Pareja	2	2	5	7	10	
4682	Pareja	2	2	5	7	J	
4683	Pareja	2	2	5	7	Q	
4684	Pareja	2	2	5	7	K	
4685	Pareja	2	2	5	8	9	
4686	Pareja	2	2	5	8	10	
4687	Pareja	2	2	5	8	J	
4688	Pareja	2	2	5	8	Q	
4689	Pareja	2	2	5	8	K	
4690	Pareja	2	2	5	9	10	
4691	Pareja	2	2	5	9	J	
4692	Pareja	2	2	5	9	Q	
4693	Pareja	2	2	5	9	K	
4694	Pareja	2	2	5	10	J	
4695	Pareja	2	2	5	10	Q	
4696	Pareja	2	2	5	10	K	
4697	Pareja	2	2	5	J	Q	
4698	Pareja	2	2	5	J	K	
4699	Pareja	2	2	5	Q	K	
4700	Pareja	2	2	6	7	8	
4701	Pareja	2	2	6	7	9	
4702	Pareja	2	2	6	7	10	
4703	Pareja	2	2	6	7	J	
4704	Pareja	2	2	6	7	Q	
4705	Pareja	2	2	6	7	K	
4706	Pareja	2	2	6	8	9	
4707	Pareja	2	2	6	8	10	
4708	Pareja	2	2	6	8	J	
4709	Pareja	2	2	6	8	Q	
4710	Pareja	2	2	6	8	K	
4711	Pareja	2	2	6	9	10	
4712	Pareja	2	2	6	9	J	
4713	Pareja	2	2	6	9	Q	
4714	Pareja	2	2	6	9	K	
4715	Pareja	2	2	6	10	J	
4716	Pareja	2	2	6	10	Q	
4717	Pareja	2	2	6	10	K	
4718	Pareja	2	2	6	J	Q	
4719	Pareja	2	2	6	J	K	
4720	Pareja	2	2	6	Q	K	
4721	Pareja	2	2	7	8	9	
4722	Pareja	2	2	7	8	10	
4723	Pareja	2	2	7	8	J	
4724	Pareja	2	2	7	8	Q	
4725	Pareja	2	2	7	8	K	
4726	Pareja	2	2	7	9	10	
4727	Pareja	2	2	7	9	J	
4728	Pareja	2	2	7	9	Q	
4729	Pareja	2	2	7	9	K	
4730	Pareja	2	2	7	10	J	
4731	Pareja	2	2	7	10	Q	
4732	Pareja	2	2	7	10	K	
4733	Pareja	2	2	7	J	Q	
4734	Pareja	2	2	7	J	K	
4735	Pareja	2	2	7	Q	K	
4736	Pareja	2	2	8	9	10	
4737	Pareja	2	2	8	9	J	
4738	Pareja	2	2	8	9	Q	
4739	Pareja	2	2	8	9	K	
4740	Pareja	2	2	8	10	J	
4741	Pareja	2	2	8	10	Q	
4742	Pareja	2	2	8	10	K	
4743	Pareja	2	2	8	J	Q	
4744	Pareja	2	2	8	J	K	
4745	Pareja	2	2	8	Q	K	
4746	Pareja	2	2	9	10	J	
4747	Pareja	2	2	9	10	Q	
4748	Pareja	2	2	9	10	K	
4749	Pareja	2	2	9	J	Q	
4750	Pareja	2	2	9	J	K	
4751	Pareja	2	2	9	Q	K	
4752	Pareja	2	2	10	J	Q	
4753	Pareja	2	2	10	J	K	
4754	Pareja	2	2	10	Q	K	
4755	Pareja	2	2	J	Q	K	
4756	Carta_Alta						
